t_over_T,y1_case_0,y2_case_0,y1_case_1,y2_case_1,y1_case_2,y2_case_2
0.504,-0.9996841892832999,-0.9996841892832999,-0.9996841892832999,0.025130095443337507,-0.9996841892832999,0.9996841892832999
0.5055000000000001,-0.9994029483549729,-0.9994029483549729,-0.9994029483549729,0.0345506413744726,-0.9994029483549729,0.9994029483549729
0.507,-0.9990329346781247,-0.9990329346781247,-0.9990329346781247,0.043968118317864645,-0.9990329346781247,0.9990329346781247
0.5085000000000001,-0.9985741811195097,-0.9985741811195097,-0.9985741811195097,0.053381689758760516,-0.9985741811195097,0.9985741811195098
0.51,-0.9980267284282716,-0.9980267284282716,-0.9980267284282716,0.06279051952931283,-0.9980267284282716,0.9980267284282716
0.5115000000000001,-0.9973906252323236,-0.9973906252323236,-0.9973906252323236,0.07219377188286125,-0.9973906252323236,0.9973906252323236
0.513,-0.9966659280340299,-0.9966659280340299,-0.9966659280340299,0.08159061156815761,-0.9966659280340299,0.9966659280340299
0.5145,-0.9958527012051858,-0.9958527012051858,-0.9958527012051858,0.0909802039035694,-0.9958527012051858,0.9958527012051858
0.516,-0.9949510169813002,-0.9949510169813002,-0.9949510169813002,0.10036171485121467,-0.9949510169813002,0.9949510169813002
0.5175,-0.9939609554551797,-0.9939609554551797,-0.9939609554551797,0.10973431109104535,-0.9939609554551797,0.9939609554551797
0.519,-0.9928826045698137,-0.9928826045698137,-0.9928826045698137,0.11909716009486923,-0.9928826045698137,0.9928826045698137
0.5205,-0.9917160601105629,-0.9917160601105629,-0.9917160601105629,0.12844943020030264,-0.9917160601105629,0.9917160601105629
0.522,-0.9904614256966512,-0.9904614256966512,-0.9904614256966512,0.13779029068463816,-0.9904614256966512,0.9904614256966512
0.5235,-0.9891188127719619,-0.9891188127719619,-0.9891188127719619,0.1471189118386369,-0.9891188127719619,0.9891188127719619
0.525,-0.9876883405951378,-0.9876883405951378,-0.9876883405951378,0.15643446504023067,-0.9876883405951378,0.9876883405951378
0.5265,-0.9861701362289889,-0.9861701362289889,-0.9861701362289889,0.1657361228281198,-0.9861701362289889,0.9861701362289889
0.528,-0.9845643345292053,-0.9845643345292053,-0.9845643345292053,0.1750230589752756,-0.9845643345292053,0.9845643345292054
0.5295,-0.9828710781323793,-0.9828710781323793,-0.9828710781323793,0.18429444856233315,-0.9828710781323793,0.9828710781323793
0.531,-0.9810905174433341,-0.9810905174433341,-0.9810905174433341,0.1935494680508604,-0.9810905174433341,0.9810905174433341
0.5325,-0.9792228106217659,-0.9792228106217659,-0.9792228106217659,0.20278729535651202,-0.9792228106217659,0.9792228106217659
0.534,-0.9772681235681935,-0.9772681235681935,-0.9772681235681935,0.2120071099220545,-0.9772681235681935,0.9772681235681935
0.5355,-0.9752266299092235,-0.9752266299092235,-0.9752266299092235,0.22120809279024728,-0.9752266299092235,0.9752266299092234
0.537,-0.9730985109821265,-0.9730985109821265,-0.9730985109821265,0.23038942667659015,-0.9730985109821265,0.9730985109821266
0.5385,-0.970883955818731,-0.970883955818731,-0.970883955818731,0.2395502960419217,-0.970883955818731,0.970883955818731
0.54,-0.9685831611286311,-0.9685831611286311,-0.9685831611286311,0.24868988716485493,-0.9685831611286311,0.9685831611286311
0.5415,-0.9661963312817148,-0.9661963312817148,-0.9661963312817148,0.25780738821405946,-0.9661963312817148,0.9661963312817149
0.543,-0.9637236782900097,-0.9637236782900097,-0.9637236782900097,0.26690198932037545,-0.9637236782900097,0.9637236782900097
0.5445,-0.961165421788852,-0.961165421788852,-0.961165421788852,0.2759728826487459,-0.961165421788852,0.9611654217888519
0.546,-0.9585217890173758,-0.9585217890173758,-0.9585217890173758,0.2850192624699757,-0.9585217890173758,0.9585217890173761
0.5475,-0.9557930147983301,-0.9557930147983301,-0.9557930147983301,0.29404032523230383,-0.9557930147983301,0.9557930147983301
0.549,-0.9529793415172187,-0.9529793415172187,-0.9529793415172187,0.30303526963277416,-0.9529793415172187,0.9529793415172187
0.5505,-0.9500810191007718,-0.9500810191007718,-0.9500810191007718,0.3120032966884145,-0.9500810191007718,0.9500810191007719
0.552,-0.9470983049947443,-0.9470983049947443,-0.9470983049947443,0.32094360980720943,-0.9470983049947443,0.9470983049947443
0.5535,-0.9440314641410498,-0.9440314641410498,-0.9440314641410498,0.32985541485885306,-0.9440314641410498,0.9440314641410497
0.555,-0.9408807689542255,-0.9408807689542255,-0.9408807689542255,0.33873792024529104,-0.9408807689542255,0.9408807689542257
0.5565,-0.9376464992972356,-0.9376464992972356,-0.9376464992972356,0.347590336971037,-0.9376464992972356,0.9376464992972356
0.558,-0.9343289424566119,-0.9343289424566119,-0.9343289424566119,0.3564118787132509,-0.9343289424566119,0.934328942456612
0.5595,-0.9309283931169359,-0.9309283931169359,-0.9309283931169359,0.3652017618915875,-0.9309283931169359,0.9309283931169359
0.561,-0.9274451533346613,-0.9274451533346613,-0.9274451533346613,0.3739592057378004,-0.9274451533346613,0.9274451533346614
0.5625,-0.9238795325112868,-0.9238795325112868,-0.9238795325112868,0.38268343236509,-0.9238795325112868,0.9238795325112867
0.5640000000000001,-0.9202318473658703,-0.9202318473658703,-0.9202318473658703,0.3913736668372021,-0.9202318473658703,0.9202318473658705
0.5655,-0.9165024219068979,-0.9165024219068979,-0.9165024219068979,0.40002913723726474,-0.9165024219068979,0.916502421906898
0.5670000000000001,-0.9126915874035026,-0.9126915874035026,-0.9126915874035026,0.40864907473634926,-0.9126915874035026,0.9126915874035028
0.5685,-0.9087996823560403,-0.9087996823560403,-0.9087996823560403,0.417232713661765,-0.9087996823560403,0.9087996823560403
0.5700000000000001,-0.9048270524660195,-0.9048270524660195,-0.9048270524660195,0.4257792915650726,-0.9048270524660195,0.9048270524660196
0.5715,-0.9007740506053982,-0.9007740506053982,-0.9007740506053982,0.43428804928980486,-0.9007740506053982,0.900774050605398
0.5730000000000001,-0.8966410367852358,-0.8966410367852358,-0.8966410367852358,0.4427582310389013,-0.8966410367852358,0.896641036785236
0.5745,-0.8924283781237179,-0.8924283781237179,-0.8924283781237179,0.451189084441845,-0.8924283781237179,0.8924283781237179
0.5760000000000001,-0.8881364488135444,-0.8881364488135444,-0.8881364488135444,0.45957986062148815,-0.8881364488135444,0.8881364488135444
0.5775,-0.8837656300886936,-0.8837656300886936,-0.8837656300886936,0.4679298142605731,-0.8837656300886936,0.8837656300886936
0.579,-0.8793163101905564,-0.8793163101905564,-0.8793163101905564,0.47623820366793834,-0.8793163101905564,0.8793163101905567
0.5805,-0.8747888843334528,-0.8747888843334528,-0.8747888843334528,0.4845042908443982,-0.8747888843334528,0.8747888843334527
