eta_Z2_sobre_Z1,R_p,R_I
0.43091404657344795,-0.3977079928660419,0.15817164758953564
0.4342397233039087,-0.3944670249355584,0.15560423376151045
0.4375910666976019,-0.3912162132409112,0.15305012550255812
0.440968274842813,-0.3879556093753477,0.15050955484579737
0.4443715473566186,-0.3846852658239158,0.14798275374201678
0.44780108539668545,-0.381405235963072,0.14546995402004664
0.45125709167315986,-0.37811557406013596,0.14297138734682616
0.4547397704606499,-0.37481633527259034,0.14048728518717485
0.4582493276102989,-0.3715075756472271,0.13801787876328014
0.4617859705619533,-0.36818935211913506,0.13556339901390843
0.4653499083564233,-0.3648617225105333,0.1331240765533534
0.468941351647839,-0.36152474552944297,0.1307001416301285
0.47256051271610144,-0.3581784807682025,0.12829182408541762
0.47620760547942986,-0.35482298870182116,0.1258993533112927
0.4798828455070056,-0.351458330686172,0.12352295820871062
0.48358645003171424,-0.34808456895602313,0.12116286714530042
0.4873186379629853,-0.3447017666229056,0.11881930791295206
0.4910796298997313,-0.34130998767281895,0.11649250768521982
0.49486964814338685,-0.33790929696377203,0.11418269297455068
0.4986889167110483,-0.334499760223159,0.11189008958935089
0.5025376613487146,-0.3310814440449706,0.10961492259090298
0.5064161095446305,-0.32765441588683847,0.1073574162501453
0.5103244905427329,-0.32421874406691437,0.10511779400432732
0.5142630353562004,-0.320774497760582,0.10289627841355362
0.5182319767811088,-0.3173217469970007,0.10069309111722853
0.5222315494101896,-0.31386056265548345,0.09850845279041666
0.5262619896466971,-0.3103910164617052,0.09634258310013054
0.5303235357183815,-0.30691318098374387,0.09419570066156033
0.5344164276915693,-0.30342712962795326,0.09206802299425876
0.5385409074853532,-0.2999329366346665,0.08995976647829489
0.5426972188858914,-0.29643067707373233,0.08787114631039138
0.5468856075608169,-0.29292042683988095,0.08580237646005805
0.5511063210737586,-0.28940226264792296,0.08375366962573738
0.5553596088989732,-0.28587626202777905,0.08172523719097538
0.559645722436092,-0.2823425033193408,0.07971728918063196
0.5639649150249796,-0.2788010656671643,0.07773003421714646
0.5683174419607084,-0.27525202901499496,0.07576367947687163
0.5727035605086486,-0.2716954741001247,0.07381843064649152
0.5771235299196736,-0.2681314824475825,0.07189449187953824
0.5815776114454846,-0.26456013636415715,0.06999206575302143
0.5860660683540517,-0.2609815189322538,0.06811135322418635
0.5905891659451753,-0.2573957140035847,0.06625255358741516
0.595147171566167,-0.2538028061926947,0.06441586443128654
0.5997403546276521,-0.2502028808703213,0.06260148159580818
0.604368986619493,-0.24659602415659165,0.06080959912983833
0.6090333411268367,-0.2429823229140559,0.059040409248710526
0.6137336938462858,-0.23936186474055704,0.05729410229207672
0.6184703226021935,-0.2357347379619412,0.055570866681985076
0.6232435073630855,-0.23210103162460513,0.053870888881205954
0.628053530258208,-0.2284608354878857,0.05219435335182278
0.6329006755942035,-0.2248142400162895,0.05054144251410182
0.6377852298719155,-0.22116133637156551,0.04891233670565675
0.6427074818033226,-0.21750221640462167,0.04730721414092288
0.6476677223286034,-0.21383697264728543,0.0457262508709559
